TransactionID,ato_risk_score,recommended_action
3349155,1.16,allow
3360692,0.93,allow
3376659,0.77,allow
3384683,0.55,allow
3385934,0.52,allow
3390036,0.49,allow
3390061,0.51,allow
3390436,0.59,allow
3399366,0.67,allow
3405890,0.73,allow
3406648,0.71,allow
3408510,0.72,allow
3408520,0.66,allow
3409107,0.58,allow
3412629,0.56,allow
3415884,0.55,allow
3420148,0.52,allow
3420151,0.63,allow
3420225,0.8,allow
3420687,1.02,allow
3420743,1.07,allow
3424532,0.98,allow
3433661,40.35,allow
3439931,23.15,allow
3443494,16.53,allow
3443767,8.85,allow
3444950,4.69,allow
3446039,3.15,allow
3447521,4.13,allow
3448469,4.28,allow
3449387,2.91,allow
3449603,2.04,allow
3449656,0.71,allow
3449764,0.66,allow
3450323,0.61,allow
3450528,0.57,allow
3452748,0.54,allow
3455703,0.53,allow
3456203,0.61,allow
3469110,0.62,allow
3471017,0.63,allow
3487404,0.63,allow
3490119,0.66,allow
3490725,0.65,allow
3491551,0.69,allow
3493009,0.76,allow
3495509,0.68,allow
3497815,0.54,allow
3501032,0.57,allow
3504418,0.61,allow
3504455,0.63,allow
3511989,0.72,allow
3513564,0.75,allow
3514600,0.93,allow
3518474,1.67,allow
3520289,2.42,allow
3526268,2.13,allow
3527355,1.62,allow
3529196,1.32,allow
3530599,1.7,allow
3530801,2.62,allow
3532540,2.37,allow
3532794,1.9,allow
3534716,1.59,allow
3537338,1.1,allow
3559188,0.78,allow
3561337,0.77,allow
3564527,0.75,allow
3564942,1.01,allow
3566863,1.0,allow
3566866,1.01,allow
3566867,0.98,allow
3566869,0.91,allow
3572460,0.83,allow
3573431,0.62,allow
3575654,0.58,allow
3577022,0.7,allow
3577381,1.5,allow
3317293,36.77,allow
3339338,19.62,allow
3339363,6.93,allow
3377579,2.61,allow
3377581,16.16,allow
3404167,26.66,allow
3521121,15.05,allow
3542452,19.19,allow
3454779,18.52,allow
3454865,5.17,allow
3455366,1.76,allow
3014607,18.47,allow
3074862,5.15,allow
3117498,1.62,allow
3126957,0.83,allow
3195095,0.59,allow
3197615,0.56,allow
3201781,0.59,allow
3214911,0.98,allow
3214978,1.03,allow
3238472,0.94,allow
3255966,0.72,allow
3282939,0.59,allow
3304180,0.52,allow
3312922,0.45,allow
3355718,0.45,allow
3369999,0.4,allow
3415596,0.45,allow
3447965,0.57,allow
3452381,0.53,allow
3452874,0.55,allow
3500741,0.55,allow
3514933,0.52,allow
3545670,0.52,allow
3320005,21.24,allow
3343508,9.03,allow
3343509,3.8,allow
3557237,2.06,allow
3090402,26.97,allow
3352118,32.37,allow
3041473,17.38,allow
3051521,6.24,allow
3064622,2.36,allow
3122951,1.5,allow
3135945,1.21,allow
3146654,1.03,allow
3164650,0.99,allow
3181494,1.01,allow
3205385,1.03,allow
3230448,1.11,allow
3232087,1.13,allow
3240717,1.07,allow
3242131,0.92,allow
3268422,0.93,allow
3300873,0.84,allow
3312937,0.89,allow
3332717,1.0,allow
3344093,0.84,allow
3352045,0.68,allow
3352147,0.95,allow
3355829,1.32,allow
3426315,1.07,allow
3426318,21.21,allow
3426328,45.17,step_up_auth
3426348,57.87,step_up_auth
3448307,62.44,step_up_auth
3450761,38.96,allow
3468187,19.9,allow
3468202,8.78,allow
3468841,5.84,allow
3492881,4.85,allow
3538441,3.09,allow
3561823,2.04,allow
2988657,18.63,allow
2990060,5.5,allow
2992761,1.7,allow
2994346,0.79,allow
2996419,0.57,allow
3001576,0.5,allow
3003767,0.52,allow
3005773,0.55,allow
3007671,0.74,allow
3008950,0.73,allow
3011135,0.87,allow
3014006,0.86,allow
3018713,0.78,allow
3021281,25.13,allow
3021334,42.93,allow
3022740,15.34,allow
3027018,6.79,allow
3028130,2.95,allow
3031616,16.7,allow
3033846,6.02,allow
3039449,3.09,allow
3039502,1.86,allow
3043455,1.33,allow
3044552,0.73,allow
3047810,30.12,allow
3049503,10.4,allow
3050484,3.66,allow
3076688,1.7,allow
3076902,0.95,allow
3077245,0.76,allow
3082275,4.09,allow
3083651,2.02,allow
3090527,1.23,allow
3098030,1.01,allow
3100291,0.77,allow
3102137,0.72,allow
3102160,0.68,allow
3107501,0.68,allow
3111061,0.77,allow
3111121,0.73,allow
3115884,0.85,allow
3119317,0.79,allow
3119735,0.73,allow
3120214,0.69,allow
3120542,0.99,allow
3121876,1.01,allow
3122291,0.83,allow
3124150,0.74,allow
3124424,0.92,allow
3128521,0.87,allow
3129462,0.82,allow
3130564,0.77,allow
3131610,0.66,allow
3131801,0.62,allow
3139354,0.77,allow
3140519,0.76,allow
3141094,0.76,allow
3142336,0.79,allow
3142680,0.86,allow
3143874,0.86,allow
3145801,1.16,allow
3152877,1.09,allow
3154447,0.98,allow
3155214,0.84,allow
3155226,0.81,allow
3155369,0.78,allow
3155371,5.14,allow
3158537,12.75,allow
3160585,5.36,allow
3164130,2.39,allow
3165899,1.73,allow
3166358,1.16,allow
3168094,0.99,allow
3169425,0.84,allow
3169502,0.78,allow
3177471,0.74,allow
3183521,0.93,allow
3184100,0.91,allow
3185402,0.83,allow
3185657,0.86,allow
3198833,0.86,allow
3201101,0.84,allow
3206410,0.81,allow
3207586,33.13,allow
3214919,13.67,allow
3215903,5.56,allow
3220165,3.57,allow
3220880,2.74,allow
3225710,2.27,allow
3226085,1.89,allow
3228013,1.6,allow
3228267,1.43,allow
3229658,1.37,allow
3233970,0.96,allow
3233971,1.06,allow
3233990,1.09,allow
3235890,1.19,allow
3240504,1.18,allow
3252749,0.97,allow
3264380,0.91,allow
3275770,0.84,allow
3279506,0.71,allow
3279840,0.64,allow
3286457,0.78,allow
3287265,0.83,allow
3288393,0.79,allow
3288442,0.7,allow
3288458,0.63,allow
3290519,0.56,allow
3290954,0.63,allow
3292042,0.57,allow
3296769,0.52,allow
3310096,0.42,allow
3314144,0.47,allow
3319158,0.5,allow
3320429,0.51,allow
3321078,0.61,allow
3335174,0.6,allow
3338654,0.6,allow
3344245,0.64,allow
3345792,0.64,allow
3345960,0.72,allow
3348010,0.84,allow
3355845,0.79,allow
3357119,0.68,allow
3359981,0.65,allow
3361055,0.62,allow
3361510,0.62,allow
3369216,0.68,allow
3371580,0.74,allow
3379151,0.87,allow
3390084,1.03,allow
3398865,1.08,allow
3417879,1.0,allow
3421381,1.02,allow
3423782,0.78,allow
3433486,0.77,allow
3437735,0.74,allow
3438331,0.81,allow
3440423,0.7,allow
3440447,0.89,allow
3444218,0.78,allow
3457190,2.49,allow
3464332,1.72,allow
3464446,1.42,allow
3465983,0.86,allow
3470205,0.73,allow
3472370,0.62,allow
3476460,0.52,allow
3480422,0.55,allow
3482637,0.62,allow
3487467,0.71,allow
3491460,0.81,allow
3497659,0.9,allow
3498338,0.9,allow
3498660,0.91,allow
3498671,1.08,allow
3507440,1.33,allow
3520399,1.05,allow
3528295,0.94,allow
3532710,0.7,allow
3536402,0.69,allow
3540748,0.75,allow
3546990,0.72,allow
3548843,0.72,allow
3550042,0.6,allow
3551940,1.07,allow
3552344,1.14,allow
3560893,1.0,allow
3566292,0.82,allow
3567554,0.76,allow
3569830,13.87,allow
3049524,18.51,allow
3063243,5.45,allow
3098756,30.57,allow
3103116,18.29,allow
3174756,8.34,allow
3235882,3.85,allow
3240464,2.25,allow
3252282,1.85,allow
3263324,1.51,allow
3340789,32.83,allow
3343421,13.07,allow
3345949,4.62,allow
3347137,1.65,allow
3363044,33.02,allow
3422260,12.36,allow
3439356,4.82,allow
3460552,2.66,allow
3464015,1.52,allow
3468372,1.13,allow
3510267,0.72,allow
3510468,0.56,allow
3523665,0.43,allow
3524865,0.41,allow
3537041,0.5,allow
3539980,0.45,allow
3559803,0.4,allow
3138449,18.91,allow
3020760,18.44,allow
3029199,5.11,allow
3047982,8.56,allow
3049372,8.6,allow
3049373,10.18,allow
3049375,10.38,allow
3075670,9.97,allow
3096774,9.56,allow
3191240,3.82,allow
3191280,1.45,allow
3201105,0.71,allow
3203065,0.44,allow
3235228,0.32,allow
3244898,0.43,allow
3303084,0.5,allow
3366601,0.52,allow
3389281,0.63,allow
3413124,0.64,allow
3417559,1.12,allow
3493948,0.74,allow
3562342,4.02,allow
3571156,4.34,allow
3026959,19.68,allow
3147093,13.42,allow
3151613,11.74,allow
3168368,11.1,allow
3198678,9.75,allow
3201595,14.52,allow
3279488,7.96,allow
3293790,8.46,allow
3322176,10.47,allow
3359390,13.98,allow
3359423,25.53,allow
3359428,50.19,step_up_auth
3361641,64.2,step_up_auth
3362105,69.75,step_up_auth
3382800,72.27,step_up_auth
3416315,68.74,step_up_auth
3416323,69.67,step_up_auth
3422587,72.05,step_up_auth
3422607,67.17,step_up_auth
3422612,62.12,step_up_auth
3422619,58.04,step_up_auth
3422647,53.47,step_up_auth
3422723,47.06,step_up_auth
3428261,37.18,allow
3428278,35.71,allow
3483054,26.47,allow
3489200,21.71,allow
3489204,19.63,allow
3512040,17.57,allow
3569900,20.75,allow
3569901,25.61,allow
3333722,18.61,allow
3350442,5.44,allow
2990374,18.7,allow
2995157,5.3,allow
2996038,15.11,allow
2996682,10.33,allow
2997126,5.53,allow
2997198,3.07,allow
2999387,42.37,allow
3001151,34.8,allow
3008792,27.36,allow
3010303,20.27,allow
3010889,13.8,allow
3015325,9.31,allow
3015918,4.86,allow
3018081,4.13,allow
3021102,4.49,allow
3023300,3.21,allow
3023430,0.98,allow
3023611,1.23,allow
3025867,1.16,allow
3025924,1.04,allow
3026412,1.0,allow
3026591,0.93,allow
3026813,1.13,allow
3028689,1.35,allow
3028794,1.3,allow
3030636,1.09,allow
3031344,0.89,allow
3031364,13.0,allow
3031714,9.63,allow
3031729,2.54,allow
3032063,0.94,allow
3034974,0.54,allow
3038607,0.4,allow
3049805,12.0,allow
3053843,4.14,allow
3053989,2.37,allow
3056550,19.55,allow
3059420,7.84,allow
3059849,12.58,allow
3062318,3.46,allow
3063116,1.33,allow
3064108,0.74,allow
3066339,0.56,allow
3069508,0.42,allow
3076277,1.06,allow
3077067,0.54,allow
3077852,1.47,allow
3079477,0.64,allow
3080291,6.82,allow
3080981,1.88,allow
3081746,0.77,allow
3083176,2.84,allow
3083290,1.15,allow
3083523,4.14,allow
3085010,1.45,allow
3087736,0.77,allow
3093433,9.02,allow
3093450,3.47,allow
3094604,1.94,allow
3097194,1.42,allow
3099511,14.84,allow
3100346,35.17,allow
3100660,43.85,allow
3100671,48.1,step_up_auth
3101351,49.18,step_up_auth
3107479,43.42,allow
3108501,14.53,allow
3110681,28.44,allow
3110783,7.24,allow
3110875,2.31,allow
3111184,1.01,allow
3114397,5.83,allow
3117231,1.93,allow
3117692,1.3,allow
3124546,1.05,allow
3128215,0.96,allow
3128825,1.36,allow
3134777,1.46,allow
3135379,1.36,allow
3136381,1.2,allow
3137791,1.15,allow
3139288,0.92,allow
3142469,0.88,allow
3146180,0.86,allow
3147130,23.39,allow
3148608,7.97,allow
3148924,3.27,allow
3155806,1.74,allow
3155918,1.33,allow
3156725,1.23,allow
3158384,1.09,allow
3160616,1.14,allow
3161199,1.14,allow
3163847,1.18,allow
3163862,1.11,allow
3167352,1.07,allow
3171718,1.14,allow
3173155,1.14,allow
3174284,1.17,allow
3176518,1.09,allow
3176902,1.14,allow
3180147,1.02,allow
3180525,0.92,allow
3180881,0.85,allow
3181439,0.8,allow
3184086,0.83,allow
3185158,0.89,allow
3186647,1.02,allow
3187923,1.04,allow
3187990,1.16,allow
3188902,1.21,allow
3189103,1.15,allow
3189189,1.14,allow
3189501,1.09,allow
3191565,1.04,allow
3192383,0.94,allow
3203005,0.95,allow
3203946,0.91,allow
3204197,0.88,allow
3207119,0.91,allow
3207889,1.04,allow
3208082,0.95,allow
3208643,0.87,allow
3209136,0.83,allow
3210274,0.8,allow
3212590,0.82,allow
3213417,0.98,allow
3215556,1.18,allow
3218911,1.54,allow
3222866,1.62,allow
3226781,1.48,allow
3226832,1.32,allow
3228205,1.2,allow
3229559,1.19,allow
3232480,1.91,allow
3232798,2.06,allow
3233941,1.77,allow
3235321,2.61,allow
3235332,2.81,allow
3235565,2.15,allow
3237626,1.62,allow
3237940,1.72,allow
3237952,1.53,allow
3240126,1.14,allow
3244440,1.08,allow
3244677,1.42,allow
3245286,2.2,allow
3247695,2.56,allow
3250451,2.02,allow
3250511,1.59,allow
3253524,1.33,allow
3255193,1.25,allow
3265692,0.97,allow
3265885,0.88,allow
3269764,0.86,allow
3272000,0.93,allow
3272907,1.04,allow
3273171,0.99,allow
3273866,0.99,allow
3273895,0.99,allow
3274962,0.96,allow
3274970,1.09,allow
3280457,1.31,allow
3281807,1.51,allow
3281928,1.28,allow
3283837,1.07,allow
3283862,1.06,allow
3283879,1.1,allow
3285182,2.42,allow
3286611,2.81,allow
3288357,2.4,allow
3290542,1.65,allow
3291131,1.53,allow
3291724,1.16,allow
3293344,1.07,allow
3294829,0.92,allow
3296310,0.93,allow
3297010,1.02,allow
3297762,46.42,step_up_auth
3299935,28.56,allow
3300905,19.17,allow
3302502,11.0,allow
3302510,33.56,allow
3305361,50.45,step_up_auth
3305578,40.06,allow
3308202,24.36,allow
3308472,10.88,allow
3309876,4.55,allow
3313504,0.9,allow
3316277,0.65,allow
3317360,0.58,allow
3317567,0.81,allow
3318744,1.08,allow
3319789,1.23,allow
3321106,1.38,allow
3321985,1.21,allow
3322139,1.25,allow
3323298,1.21,allow
3325301,1.3,allow
3327839,11.8,allow
3327858,3.52,allow
3337091,1.49,allow
3340616,1.06,allow
3340929,0.93,allow
3343011,0.75,allow
3343525,0.81,allow
3344340,0.74,allow
3346918,0.78,allow
3346921,0.77,allow
3350470,0.77,allow
3352974,0.8,allow
3356955,0.76,allow
3357546,1.33,allow
3359906,1.69,allow
3361635,1.47,allow
3363445,1.42,allow
3364324,1.39,allow
3365060,1.12,allow
3369130,1.09,allow
3369134,1.1,allow
3370735,1.09,allow
3372184,0.94,allow
3375902,1.0,allow
3376137,1.17,allow
3377289,2.29,allow
3378347,3.72,allow
3378694,3.5,allow
3386049,5.77,allow
3391529,4.31,allow
3392229,2.79,allow
3393708,2.31,allow
3395645,16.47,allow
3396896,5.8,allow
3400179,3.29,allow
3400646,1.76,allow
3402491,1.4,allow
3402527,1.08,allow
3402676,1.03,allow
3402958,1.7,allow
3409501,2.32,allow
3409555,2.2,allow
3409887,1.88,allow
3409910,1.7,allow
3410476,1.56,allow
3412868,1.13,allow
3414753,34.83,allow
3415480,15.71,allow
3420172,23.57,allow
3421741,9.46,allow
3423218,3.74,allow
3427228,2.0,allow
3427650,1.15,allow
3428532,0.89,allow
3428581,0.86,allow
3430545,0.91,allow
3435265,0.94,allow
3441166,0.89,allow
3441296,0.92,allow
3443272,0.9,allow
3446783,21.66,allow
3449410,6.34,allow
3450937,3.03,allow
3451514,1.63,allow
3451882,1.26,allow
3452311,1.16,allow
3454288,1.17,allow
3456546,1.18,allow
3458361,1.06,allow
3460100,1.2,allow
3461855,1.05,allow
3462426,9.81,allow
3462446,13.32,allow
3466870,13.53,allow
3467717,4.25,allow
3470299,1.93,allow
3471084,1.1,allow
3472298,0.81,allow
3473586,0.62,allow
3473801,0.63,allow
3474800,0.77,allow
3475068,0.96,allow
3478481,1.0,allow
3478654,1.18,allow
3479493,1.2,allow
3479731,1.21,allow
3480390,1.26,allow
3480639,1.33,allow
3481890,1.05,allow
3483224,1.06,allow
3487982,18.58,allow
3488214,5.59,allow
3488308,2.27,allow
3488854,1.67,allow
3489596,1.68,allow
3491260,1.52,allow
3491262,1.5,allow
3491429,1.45,allow
3492126,7.73,allow
3497179,3.13,allow
3497914,2.15,allow
3499647,1.93,allow
3502522,1.5,allow
3502543,1.14,allow
3502547,0.9,allow
3504318,0.77,allow
3505713,0.95,allow
3511460,1.15,allow
3511818,1.29,allow
3512177,1.28,allow
3512885,1.27,allow
3521593,1.41,allow
3527479,1.94,allow
3527622,1.88,allow
3527623,1.77,allow
3527634,1.7,allow
3527711,1.66,allow
3529371,1.59,allow
3532582,1.37,allow
3533587,1.22,allow
3534876,1.2,allow
3534891,1.32,allow
3543615,1.23,allow
3543961,1.07,allow
3545470,1.08,allow
3547197,0.93,allow
3549814,1.05,allow
3551168,1.11,allow
3555729,1.26,allow
3559229,1.26,allow
3561060,1.31,allow
3561872,1.27,allow
3562658,1.41,allow
3563893,1.6,allow
3565079,1.6,allow
3565082,1.77,allow
3565315,1.83,allow
3565674,1.38,allow
3567572,1.2,allow
3567578,1.05,allow
3568587,0.96,allow
3569075,1.05,allow
3569710,1.15,allow
3572769,1.02,allow
3574340,1.08,allow
3030155,20.84,allow
3357412,21.09,allow
3271191,20.85,allow
3299030,9.58,allow
3326231,12.65,allow
3390085,9.23,allow
3019993,20.54,allow
3020059,7.58,allow
3020124,2.93,allow
3060972,1.61,allow
3076875,8.99,allow
3532559,23.26,allow
3552463,19.33,allow
3430603,19.07,allow
3260120,38.02,allow
3315422,37.44,allow
3566286,25.35,allow
3002297,18.67,allow
3006008,5.34,allow
3006065,14.5,allow
3006071,31.85,allow
3006171,46.8,step_up_auth
3006542,55.26,step_up_auth
3016852,50.11,step_up_auth
3017029,41.77,allow
3021715,33.35,allow
3032566,26.93,allow
3067120,19.06,allow
3070782,14.09,allow
3081243,8.84,allow
3081645,19.62,allow
3093637,7.23,allow
3093651,1.71,allow
3101267,0.86,allow
3108614,0.57,allow
3121164,0.47,allow
3123557,0.51,allow
3125785,0.62,allow
3125806,0.75,allow
3125816,0.89,allow
3131777,1.23,allow
3132821,1.18,allow
3132847,1.15,allow
3154821,1.13,allow
3156759,1.06,allow
3156797,0.96,allow
3156803,0.87,allow
3157015,0.79,allow
3163154,0.72,allow
3180999,0.65,allow
3200551,0.63,allow
3203888,0.62,allow
3207149,0.64,allow
3207951,0.68,allow
3217101,0.64,allow
3218257,0.61,allow
3218748,17.85,allow
3223625,4.24,allow
3245201,1.41,allow
3254590,0.72,allow
3258878,0.5,allow
3267228,0.41,allow
3279805,0.42,allow
3289825,0.46,allow
3294713,0.58,allow
3295076,0.71,allow
3305265,1.05,allow
3313711,1.12,allow
3318780,0.9,allow
3323628,0.81,allow
3334597,0.77,allow
3336710,0.64,allow
3340071,0.63,allow
3344116,0.64,allow
3344401,0.6,allow
3344845,0.58,allow
3360641,0.59,allow
3364246,0.63,allow
3364301,0.59,allow
3368743,0.57,allow
3371450,0.58,allow
3402495,0.59,allow
3402502,0.59,allow
3406080,0.6,allow
3413208,0.64,allow
3418505,0.68,allow
3420291,0.61,allow
3434066,0.65,allow
3460196,0.68,allow
3474846,0.71,allow
3474867,0.61,allow
3481229,0.54,allow
3495542,0.54,allow
3499524,0.49,allow
3505120,0.45,allow
3508304,0.43,allow
3508763,0.46,allow
3512295,0.51,allow
3519907,0.99,allow
3521011,1.54,allow
3526806,1.64,allow
3531429,1.53,allow
3546835,1.11,allow
3547667,1.06,allow
3547848,1.08,allow
3549424,1.07,allow
3552669,0.94,allow
3556852,0.87,allow
3559474,0.77,allow
3566203,0.81,allow
3567438,0.78,allow
3568418,0.63,allow
3570797,1.14,allow
3574249,27.3,allow
3164633,19.28,allow
3261095,6.25,allow
3312271,2.12,allow
3363461,1.11,allow
3442882,0.9,allow
3492228,0.98,allow
3532804,0.83,allow
3362732,33.22,allow
3362758,28.07,allow
3362763,23.23,allow
3362777,19.07,allow
3362890,16.27,allow
3298733,18.61,allow
3348036,5.25,allow
3349710,1.91,allow
3417573,0.89,allow
3453320,0.68,allow
3046936,40.38,allow
3110914,37.13,allow
3225035,19.33,allow
3519619,7.97,allow
3521467,20.93,allow
3221005,31.66,allow
3476228,13.88,allow
3525204,25.12,allow
3450082,28.86,allow
3450454,22.35,allow
3237338,20.08,allow
3237345,7.45,allow
3237496,3.75,allow
3237554,2.89,allow
3296811,21.89,allow
3465988,10.37,allow
3562969,16.4,allow
3318943,20.14,allow
3058744,36.28,allow
3058835,37.77,allow
3059027,37.13,allow
3258797,34.81,allow
3127936,36.97,allow
3145637,39.42,allow
3148266,28.2,allow
3416752,33.41,allow
3177146,38.43,allow
3032565,19.01,allow
3107235,15.67,allow
3177829,8.51,allow
3177830,4.06,allow
3193166,2.16,allow
3256978,1.31,allow
3263344,0.85,allow
3282319,0.6,allow
3295693,0.79,allow
3325043,0.87,allow
3347651,0.65,allow
3347707,0.78,allow
3363994,0.64,allow
3413504,0.49,allow
3429734,0.54,allow
3434687,0.49,allow
3460147,0.58,allow
3470027,0.56,allow
3480821,0.54,allow
3507481,0.46,allow
3519613,0.4,allow
3555646,0.38,allow
3556983,0.41,allow
3248907,21.54,allow
2989845,18.78,allow
2992929,5.47,allow
2992935,1.7,allow
2993511,0.84,allow
2994970,2.49,allow
2995558,1.84,allow
2996752,1.42,allow
2997473,1.29,allow
3000171,1.27,allow
3003468,1.22,allow
3003727,1.28,allow
3005289,1.19,allow
3006678,1.12,allow
3011868,1.07,allow
3016784,0.74,allow
3018187,0.77,allow
3018245,0.8,allow
3018291,0.91,allow
3018312,1.0,allow
3018414,1.11,allow
3018451,1.24,allow
3018519,1.36,allow
3018569,1.41,allow
3022663,1.44,allow
3023642,1.39,allow
3023905,1.38,allow
3024999,1.28,allow
3027775,1.23,allow
3029318,1.19,allow
3029352,1.22,allow
3030980,1.27,allow
3035133,1.15,allow
3041079,1.02,allow
3042491,0.93,allow
3044369,0.91,allow
3049224,0.88,allow
3051647,0.83,allow
3052784,0.83,allow
3054073,0.84,allow
3054624,0.84,allow
3060325,0.85,allow
3061076,0.9,allow
3061419,1.01,allow
3065632,1.13,allow
3067185,1.14,allow
3075930,1.2,allow
3078224,1.76,allow
3086467,45.47,step_up_auth
3087518,28.53,allow
3087530,17.15,allow
3087577,9.73,allow
3094221,5.99,allow
3095486,4.2,allow
3095533,21.07,allow
3095576,38.26,allow
3095701,51.8,step_up_auth
3096619,46.65,step_up_auth
3101588,23.92,allow
3106462,27.04,allow
3108243,18.9,allow
3109985,14.38,allow
3112355,11.49,allow
3112422,9.97,allow
3113305,7.0,allow
3114860,4.16,allow
3114957,1.98,allow
3115407,1.84,allow
3115428,2.47,allow
3115532,2.68,allow
3115820,3.63,allow
3116270,3.43,allow
3118709,3.37,allow
3119058,2.95,allow
3119818,2.89,allow
3120927,3.36,allow
3121393,3.04,allow
3122160,1.85,allow
3123069,1.29,allow
3124065,1.1,allow
3124524,1.03,allow
3126236,0.91,allow
3126553,0.9,allow
3128144,37.77,allow
3130434,21.26,allow
3131564,15.54,allow
3131779,10.1,allow
3132096,8.12,allow
3132610,7.56,allow
3134003,7.78,allow
3135556,6.52,allow
3135575,6.18,allow
3135633,5.21,allow
3137363,2.19,allow
3140417,1.66,allow
3141515,1.51,allow
3141664,1.72,allow
3141941,1.73,allow
3142430,1.36,allow
3142438,1.16,allow
3147595,0.95,allow
3148584,0.83,allow
3148603,0.79,allow
3150994,0.74,allow
3151888,0.67,allow
3159572,0.68,allow
3161196,0.69,allow
3161230,1.1,allow
3161257,1.99,allow
3166689,3.16,allow
3166954,3.18,allow
3167258,2.34,allow
3168229,1.79,allow
3168674,1.4,allow
3168738,1.25,allow
3169252,1.07,allow
3176531,0.99,allow
3177001,1.0,allow
3177859,1.04,allow
3182725,1.13,allow
3186078,1.1,allow
3186326,0.96,allow
3187622,0.85,allow
3193767,0.88,allow
3195535,0.9,allow
3198019,0.91,allow
3199345,0.96,allow
3202212,1.04,allow
3202798,1.27,allow
3203329,1.2,allow
3206258,1.12,allow
3206975,1.07,allow
3208714,1.03,allow
3208798,0.99,allow
3209065,0.97,allow
3210619,0.97,allow
3212380,1.1,allow
3212837,1.09,allow
3214828,1.11,allow
3217141,1.1,allow
3217152,1.02,allow
3221403,0.89,allow
3223690,0.81,allow
3224125,0.88,allow
3224816,0.91,allow
3225468,0.96,allow
3226447,0.89,allow
3226584,56.13,step_up_auth
3226683,33.2,allow
3227482,16.26,allow
3228871,7.13,allow
3231480,3.4,allow
3233345,2.0,allow
3233744,1.56,allow
3235603,1.31,allow
3235625,1.2,allow
3236247,1.24,allow
3236354,1.04,allow
3238552,1.09,allow
3238709,1.1,allow
3238715,1.13,allow
3238869,1.15,allow
3239289,1.12,allow
3239311,1.12,allow
3240378,1.1,allow
3241007,1.17,allow
3241120,1.12,allow
3241335,1.09,allow
3241338,1.01,allow
3243560,0.93,allow
3244762,0.81,allow
3245564,0.78,allow
3247036,0.8,allow
3249071,0.74,allow
3249408,42.38,allow
3250675,27.69,allow
3251291,19.93,allow
3251617,13.82,allow
3251913,9.81,allow
3252081,6.86,allow
3252147,5.07,allow
3254136,3.42,allow
3256455,2.49,allow
3257696,2.08,allow
3258134,1.01,allow
3260565,1.02,allow
3262030,1.1,allow
3262779,6.01,allow
3264280,3.61,allow
3264285,2.63,allow
3264425,2.5,allow
3267003,44.4,allow
3267420,27.31,allow
3267488,18.85,allow
3268157,13.16,allow
3268463,10.48,allow
3268472,8.42,allow
3268880,5.61,allow
3270432,4.3,allow
3270776,2.96,allow
3270837,2.15,allow
3270990,0.92,allow
3270995,0.92,allow
3271001,0.9,allow
3271260,0.88,allow
3271576,0.96,allow
3272337,1.03,allow
3272566,1.18,allow
3273364,1.08,allow
3275134,1.11,allow
3275851,1.17,allow
3276315,1.06,allow
3277210,1.05,allow
3277214,1.08,allow
3279034,1.1,allow
3279038,1.05,allow
3279067,1.01,allow
3279329,0.97,allow
3280067,0.97,allow
3283735,0.99,allow
3284607,1.01,allow
3285490,0.94,allow
3286912,0.95,allow
3287007,1.0,allow
3287633,1.96,allow
3289552,2.68,allow
3290454,2.32,allow
3290541,2.12,allow
3291229,2.09,allow
3291603,1.67,allow
3291616,1.48,allow
3291625,1.36,allow
3292138,1.27,allow
3292281,1.2,allow
3292286,1.23,allow
3292460,1.26,allow
3292880,1.35,allow
3292885,1.47,allow
3293582,1.5,allow
3293655,1.35,allow
3293724,1.24,allow
3293889,1.14,allow
3294190,0.99,allow
3294191,0.91,allow
3294274,0.86,allow
3294413,0.85,allow
3294478,0.93,allow
3294480,1.01,allow
3294672,1.03,allow
3295053,1.08,allow
3295944,1.27,allow
3295949,1.51,allow
3297075,1.59,allow
3297426,1.39,allow
3297427,1.32,allow
3298278,1.23,allow
3298285,1.27,allow
3299016,1.3,allow
3299646,1.35,allow
3300286,1.15,allow
3300353,1.06,allow
3301409,0.99,allow
3302744,1.05,allow
3303456,1.33,allow
3303479,1.04,allow
3303680,0.82,allow
3303710,0.7,allow
3303953,0.65,allow
3304470,0.63,allow
3304977,0.64,allow
3306687,0.8,allow
3307849,1.02,allow
3307923,1.34,allow
3308590,1.26,allow
3308716,1.39,allow
3309087,1.4,allow
3309701,1.42,allow
3309746,1.41,allow
3309993,1.4,allow
3310388,2.03,allow
3311876,3.29,allow
3313061,3.82,allow
3313079,3.39,allow
3313102,2.93,allow
3313130,2.63,allow
3313266,2.57,allow
3314740,2.86,allow
3315049,3.46,allow
3315355,2.77,allow
3316138,2.26,allow
3318096,2.06,allow
3318458,1.55,allow
3318574,1.33,allow
3318624,1.18,allow
3319214,1.6,allow
3319873,1.87,allow
3320517,1.69,allow
3321430,1.64,allow
3321586,1.32,allow
3321627,1.15,allow
3321649,1.06,allow
3321654,1.01,allow
3321655,0.96,allow
3322380,0.9,allow
3324012,1.03,allow
3327694,1.11,allow
3328399,1.77,allow
3328435,2.68,allow
3328527,2.24,allow
3330212,1.89,allow
3330692,1.89,allow
3330723,1.99,allow
3331387,1.56,allow
3332872,1.4,allow
3332996,1.54,allow
3333731,1.62,allow
3334652,1.42,allow
3335650,1.26,allow
3336064,1.51,allow
3337844,1.77,allow
3338198,1.5,allow
3338567,1.26,allow
3339521,1.17,allow
3339781,1.16,allow
3341372,1.29,allow
3341860,1.22,allow
3341975,1.23,allow
3342847,1.27,allow
3344186,1.43,allow
3345952,1.51,allow
3345966,1.8,allow
